lang,word_original,word_translation,blank_prompt_translation_masked
ml,tower,"భవనం, గోపురం, కోట, మేడ, బురుజు","ఒక ""___"" అనేది పరిశీలన, కమ్యూనికేషన్ లేదా నిల్వ వంటి వివిధ ప్రయోజనాల కోసం ఉపయోగించబడే పొడవైన నిర్మాణం. సమాధానం: ""టవర్""."
ml,hair,"జుట్టు, కేశము, కొమ్ము, వెంట్రుకలు, కురులు","ఒక ""___"" మానవులు, జంతువుల తలలపై కనుగొనబడుతుంది. సమాధానం: ""జుట్టు""."
ml,household,"కుటుంబం, ఇల్లు, గృహం, ఆవాసం, గృహస్థాశ్రమం","ఒక ""___"" అనేది ప్రజలు నివసించే నివాస యూనిట్‌ను వివరించడానికి ఉపయోగించే పదం. సమాధానం: ""హౌస్‌హోల్డ్""."
ml,person,"వ్యక్తి, మనిషి, జీవి, మానవుడు, జీవుడు","ఒక ""___"" అనేది వ్యక్తిగా పరిగణించబడే మానవుడు. సమాధానం: ""వ్యక్తి""."
ml,section,"విభాగం, భాగం, ప్రకరణ, అధ్యాయం, ఖండం","ఒక ""___"" అనేది ఏదో ఒక విభిన్నమైన భాగం లేదా ఉపవిభాగం. సమాధానం: ""విభాగం""."
ml,official,"అధికారిక, సత్తాయిత, ప్రభుత్వ, ప్రాతినిధ్య, ఆధికారికమైన","ఒక ""___"" అనేది ఒక సంస్థ లేదా ప్రభుత్వంలో అధికార స్థానాన్ని కలిగి ఉన్న వ్యక్తి. సమాధానం: ""అధికారి""."
ml,hundred,"వంద, నూరు, శతము, శతకము","ఒక ""___"" అనేది 10 పదులకు సమానమైన సంఖ్యా విలువ. సమాధానం: ""వంద""."
ml,office,"కార్యాలయం, కార్యాలయము, కచేరీ, భవనం, సంస్థ","""___"" అనేది ప్రజలు సాధారణంగా తమ ఉద్యోగాన్ని చేసే ప్రదేశం. సమాధానం: ""కార్యాలయం""."
ml,rock,"రాయి, శిల, పర్వతం, కొండ, బండరాయి","ఒక ""___"" అనేది భూమి ఉపరితలంలో భాగంగా ఏర్పడిన ఘనమైన ఖనిజ పదార్థం. సమాధానం: ""రాతి""."
ml,rise,"పెరుగు, లేచిరావడం, ఎగరడం, పైకిరావడం, వచ్చిరావడం","ఒక """"___"""" పెరుగుదలను లేదా పైకి కదలికను వివరించడానికి ఉపయోగించబడుతుంది. సమాధానం: ""పెరుగుదల""."
ml,left,"ఎడమ, వామ, అరుపు, ఎడమవైపు, వామపక్షం","ఒక ""___"" అనేది కుడికి వ్యతిరేక దిశ. సమాధానం: ""ఎడమ""."
ml,sound,"ధ్వని, శబ్దం, చప్పుడు, సద్దు, మాట","ఒక ""___"" అనేది మనం వినేది. సమాధానం: ""ధ్వని""."
ml,power,"శక్తి, బలం, అధికారం, సామర్థ్యం, సత్తా","ఒక ""___"" ప్రజలు లేదా వస్తువులను నియంత్రించడానికి లేదా ప్రభావితం చేయడానికి ఉపయోగిస్తారు. సమాధానం: ""అధికారం""."
ml,summer,"వేసవి, వెన్నెరి, చెమ్మ, కాలికాలం","""___"" వెచ్చని వాతావరణం కోసం ప్రసిద్ధి చెందిన కాలం. సమాధానం: ""వేసవి""."
