lang,word_original,word_translation,blank_prompt_translation_masked
ml,speech,"உரை, பேச்சு, சொல், மொழி, அறிக்கை","ஒரு """"___"""" என்பது ஒரு பேச்சு அல்லது பேச்சு ஒரு பார்வையாளர்களுக்கு வழங்கப்படுகிறது. பதில்: ""உரை""."
ml,child,"குழந்தை, சிசு, குட்டி, பிள்ளை, சேய்","ஒரு """"___"""" பருவமடைவதற்கு முந்தைய வயதில் உள்ள ஒரு இளம் மனிதர். பதில்: ""குழந்தை""."
ml,tower,"கோபுரம், மாளிகை, கொட்டகை, மாடம், மினர்","ஒரு ""___"" என்பது பல்வேறு நோக்கங்களுக்காக பயன்படுத்தப்படக்கூடிய ஒரு உயரமான கட்டமைப்பாகும், அதாவது கண்காணிப்பு, தொடர்பு அல்லது களஞ்சியம். பதில்: ""கோபுரம்""."
ml,hair,"முடி, கூந்தல், சிகை, தலைமுடி, கூந்தல்","ஒரு """"___"""" மனிதர்கள் மற்றும் விலங்குகளின் தலைகளில் காணப்படுகிறது. பதில்: ""முடி""."
ml,household,"வீடு, குடும்பம், இல்லம், மனை, குடியிருப்பு","ஒரு ""___"" என்பது மக்கள் வசிக்கும் குடியிருப்பு அலகு ஒன்றை விவரிக்க பயன்படுத்தப்படும் சொல்லாகும். பதில்: ""வீட்டுக்குழு""."
ml,person,"நபர், மனிதர், ஆள், மக்கள், அவர்","ஒரு """"___"""" என்பது ஒரு தனிநபராக கருதப்படும் ஒரு மனிதர். பதில்: ""நபர்""."
ml,section,"பிரிவு, பகுதி, துறை, பக்ஷம், பாகம்","ஒரு ""___"" என்பது ஏதோ ஒன்றின் தனித்துவமான ஒரு பகுதி அல்லது துணைப்பிரிவு ஆகும். பதில்: ""பகுதி""."
ml,official,"அதிகாரப்பூர்வ, அலுவல், ஆட்சேர்ப்பு, முறைசார்ந்த, அரசு","ஒரு ""___"" என்பவர் ஒரு நிறுவனம் அல்லது அரசாங்கத்தில் அதிகார பதவியை வகிப்பவர். பதில்: ""அதிகாரி""."
ml,hundred,"நூறு, நூற்றுக்கணக்கான, பல்லாயிரம், பலமடங்கு, பல்லாயிரக்கணக்கான","ஒரு ""___"" என்பது 10 பத்துக்களுக்கு சமமான எண்ண மதிப்பு ஆகும். பதில்: ""நூறு""."
ml,office,"அலுவலகம், பணியகம், அலுவலகம், செயலகம், பதவியகம்","ஒரு """"___"""" என்பது மக்கள் பொதுவாக தங்கள் வேலையைச் செய்யும் இடமாகும். பதில்: ""அலுவலகம்""."
ml,rock,"பாறை, கல்லு, பனை, மலை, குன்று","ஒரு ""___"" என்பது பூமியின் மேற்பரப்பின் ஒரு பகுதியாக உருவாகும் திட தாதுப் பொருளாகும். பதில்: ""பாறை""."
ml,rise,"உயர, ஏறு, மேலெழு, வளர, குதித்து","ஒரு """"___"""" அதிகரிப்பு அல்லது மேல்நோக்கிய இயக்கத்தை விவரிக்கப் பயன்படுத்தப்படுகிறது. பதில்: ""ஏற்றம்""."
ml,left,"இடது, எடுத்துக்கொள்ளாத, தேவையற்ற, குறைந்த, சிறிய","ஒரு """"___"""" என்பது வலதுக்கு எதிரான திசையாகும். பதில்: ""இடது""."
ml,sound,"ஒலி, சத்தம், தொலைவு, கேட்டல், குரல்","ஒரு ""___"" என்பது நாம் கேட்கும் ஒன்றாகும். பதில்: ""ஒலி""."
ml,power,"வலிமை, சக்தி, ஆற்றல், அதிகாரம், ஆட்சி","ஒரு """"___"""" மக்களையோ அல்லது பொருட்களையோ கட்டுப்படுத்துவதற்கு அல்லது செல்வாக்கு செலுத்துவதற்கு பயன்படுத்தப்படுகிறது. பதில்: ""வலிமை""."
ml,summer,"கோடை, வேனில், இளவேனில், சித்திரை","அது ""___"" ஒரு வெப்பமான சூழ்நிலைக்கு அறியப்பட்ட பருவகாலம். பதில்: ""கோடை""."
