lang,word_original,word_translation,blank_prompt_translation_masked
ml,beauty,"സൗന്ദര്യം, ഭദ്രത, ലാവണ്യം, രൂപം, ശോഭ","""""___"""" ഒരു സവിശേഷതയാണ്, ആനന്ദമോ തൃപ്തിയോ ഉണർത്തുന്ന അനുഭവം നൽകുന്നു. ഉത്തരം: ""സൗന്ദര്യം""."
ml,platform,"വേദിക, പടിഞ്ഞാറ്, മണ്ഡപം, വേദി, പ്ലാറ്റ്ഫോം","ഒരു ""പ്ലാറ്റ്ഫോം"" എന്നത് എന്തെങ്കിലും പിന്തുണയ്ക്കോ ഉയർത്തുന്നതിനോ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""പ്ലാറ്റ്ഫോം""."
ml,house,"വീട്, ഗൃഹം, ഭവനം, മന്ദിരം, ആലയം","ഒരു ""___"" എന്നത് ആളുകൾ താമസിക്കുന്ന ഒരു സ്ഥലമാണ്. ഉത്തരം: ""വീട്""."
ml,sun,"സൂര്യൻ, സൂര്യ, രവി, ഭാനു, ദിനകരൻ","സൗരയൂഥത്തിന്റെ കേന്ദ്രത്തിലുള്ള ""___"" ഭൂമിയെ പ്രകാശവും താപവും നൽകുന്ന ഒരു നക്ഷത്രമാണ്. ഉത്തരം: ""സൂര്യൻ""."
ml,meeting,"യോഗം, സമ്മേളനം, സമാവേശം, സഭ, സമ്മേളനം","ഒരു ""___"" എന്നത് ഒരു പ്രത്യേക ഉദ്ദേശ്യത്തിനായി ആളുകളുടെ ഒത്തുകൂടൽ ആണ്, പലപ്പോഴും ചർച്ചയ്ക്കോ തീരുമാനമെടുക്കാനോ ആയി. ഉത്തരം: ""യോഗം""."
ml,history,"ചരിത്രം, പാഠം, കഥ, ഐതിഹ്യം, പൂർവ്വകഥ","മനുഷ്യ കാര്യങ്ങളിൽ, പ്രത്യേകിച്ച് പാസ്റ്റ് ഇവന്റുകളുടെ പഠനം ""___"" എന്നറിയപ്പെടുന്നു. ഉത്തരം: ""ചരിത്രം""."
ml,valley,"താഴ്‌വര, നദീതടം, കിടങ്ങ്, പുഴയോരം, നെൽപ്പാടം","ഒരു ""___"" കുന്നുകളോ പർവതങ്ങളോ ഇടയിലുള്ള ഒരു താഴ്ന്ന പ്രദേശമാണ്, സാധാരണയായി അതിലൂടെ ഒരു നദി ഒഴുകുന്നു. ഉത്തരം: ""താഴ്വര""."
ml,square,"ചതുരം, വർഗം, സമചതുരം, ചതുരാകൃതി, ഫലകം","ഒരു ""___"" നാല് തുല്യ വശങ്ങളും നാല് ലംബ കോണുകളുമുള്ള ഒരു ആകൃതിയാണ്. ഉത്തരം: ""ചതുരം""."
ml,generation,"തലമുറ, പിന്നാമ്പുറം, കാലഘട്ടം, തരം, ശേഷം","ഒരു ""___"" എന്നത് ഏകദേശം ഒരേ സമയം ജനിച്ച് ജീവിക്കുന്ന എല്ലാ ആളുകളെയും വിവരിക്കാൻ ഉപയോഗിക്കുന്ന ഒരു പദമാണ്. ഉത്തരം: ""തലമുറ""."
ml,south,"തെക്ക്, ദക്ഷിണം","വടക്കിനോട് വിപരീതമായ ഒരു പ്രധാന ദിശയാണ് ""___"". ഉത്തരം: ""തെക്ക്""."
ml,virtue,"ഗുണം, നീതി, ധർമ്മം, സത്യം, നൈതികത","ഒരു ""___"" എന്നത് ഒരു വ്യക്തിയിൽ നൈതികമായി നല്ലതോ ആകർഷകമോ ആയി കണക്കാക്കപ്പെടുന്ന ഒരു ഗുണമാണ്. ഉത്തരം: ""നീതി""."
ml,tribe,"ഗോത്രം, വർഗം, ജനവിഭാഗം, ജാതി, സമുദായം","ഒരു  ""___"" എന്നത് സാമൂഹിക, സാമ്പത്തിക, മത, രക്തബന്ധങ്ങൾ എന്നിവകൊണ്ടുള്ള ഒരു പരമ്പരാഗത സാമൂഹിക വിഭജനമാണ്. ഉത്തരം: ""ഗോത്രം""."
ml,city,"നഗരം, പട്ടണം, പുരം, തലസ്ഥാനം, നഗരി","ഒരു ""___"" എന്നത് ആളുകൾ താമസിക്കുന്നതും ജോലി ചെയ്യുന്നതുമായ ഒരു വലിയ മനുഷ്യ വാസസ്ഥലമാണ്. ഉത്തരം: ""നഗരം""."
ml,language,"ഭാഷ, വചനം, സംസാരം, വാക്ക്, മൊഴി","ഒരു ""ഭാഷ"" ചിന്തകളും ആശയങ്ങളും ആശയവിനിമയം ചെയ്യാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ഭാഷ""."
ml,speed,"വേഗത, രാശി, ഗതി, വേഗം, പ്രവേഗം","ഒരു ""വേഗത"" എന്നത് എന്തെങ്കിലും എത്ര വേഗത്തിൽ നീങ്ങുന്നുവെന്ന് അളക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""വേഗത""."
ml,ground,"തറ, നിലം, ഭൂമി, പുറം, മൈതാനം","ഒരു ""___"" എവിടെയാണ് നമ്മൾ നടക്കുകയും വീടുകൾ പണിയുന്നതും. ഉത്തരം: ""തറ""."
ml,advance,"മുന്നേറ്റം, പുരോഗതി, പ്രഗതി, അഗ്രഗതി, മുമ്പാക്കം","""___"" എന്നത് മുന്നോട്ട് പോകുന്നതിനോ പുരോഗതി കൈവരിക്കുന്നതിനോ വിവരിക്കാൻ ഉപയോഗിക്കുന്ന ഒരു പദമാണ്. ഉത്തരം: ""മുന്നേറ്റം""."
ml,attempt,"ശ്രമം, പ്രയാസം, പ്രയത്നം, ചെയ്തി, പരിശ്രമം","എന്തെങ്കിലും കൈവരിക്കാൻ ശ്രമിക്കുമ്പോൾ ""ഒരു ശ്രമം"" നടത്തുന്നു. ഉത്തരം: ""ശ്രമം""."
ml,defeat,"പരാജയം, തോൽവി, നാശം, നഷ്ടം, അപക്വത","ഒരു മത്സരം അല്ലെങ്കിൽ യുദ്ധം പരാജയപ്പെടുമ്പോൾ ""___"" അനുഭവപ്പെടുന്നു. ഉത്തരം: ""പരാജയം""."
ml,tail,വാല്,"ഒരു ""___"" ഒരു ജീവിയുടെ ശരീരത്തിന്റെ ഭാഗമാണ്, കശേരുകളുടെ അടിഭാഗത്തുനിന്ന് നീളുന്നു. ഉത്തരം: ""വാല്""."
ml,mother,"അമ്മ, മാതാവ്, മാതൃ, ജനനി, മാതൃക","ഒരു ""___"" എന്നത് ഒരു കുഞ്ഞിന് ജന്മം നൽകിയ ഒരു സ്ത്രീയെയാണ്. ഉത്തരം: ""അമ്മ""."
ml,east,"കിഴക്ക്, പൗരസ്ത്യം, പ്രാച്യം, പൂർവം, അഗ്നേയം","പടിഞ്ഞാറിന്റെ വിപരീതമായ ഒരു പ്രധാന ദിശയാണ് ""___"". ഉത്തരം: ""കിഴക്ക്""."
ml,return,"തിരിച്ചുവരവ്, മടങ്ങൽ, തിരിച്ചെത്തുന്ന, പ്രത്യാഗമനം, പുനരാഗമനം","ഒരു ""തിരിച്ചടയല്"" വില്‌ക്കപ്പെട്ട ഒരു വസ്തു തിരികെ നല്‌ക്കാന് ഉപയോഗിക്കുന്നു. ഉത്തരം: ""തിരിച്ചടയല്""."
ml,speech,"പ്രസംഗം, ഭാഷണം, ഉപന്യാസം, അഭിഭാഷണം, വചനം","ഒരു ""___"" ഒരു പരിപാടിയിൽ ശ്രോതാക്കളെ അഭിസംബോധന ചെയ്യുന്നതിനുള്ള ഒരു ഔപചാരിക സംഭാഷണമോ പ്രസംഗമോ ആണ്. ഉത്തരം: ""പ്രസംഗം""."
ml,child,"കുട്ടി, കൊച്ചു, മകൻ, മകൾ, ബാലൻ","ഒരു ""___"" പ്രായപൂർത്തി പ്രായത്തിന്റെ താഴെയുള്ള ഒരു ചെറിയ മനുഷ്യനാണ്. ഉത്തരം: ""കുട്ടി""."
ml,tower,"ഗോപുരം, മിനാരം, കൊടിമരം, കോട്ട, ബുരുജ്","ഒരു ""___"" നിരീക്ഷണം, ആശയവിനിമയം, സംഭരണം തുടങ്ങിയ വിവിധ ഉദ്ദേശ്യങ്ങൾക്കായി ഉപയോഗിക്കാവുന്ന ഒരു ഉയർന്ന ഘടനയാണ്. ഉത്തരം: ""ടവർ""."
ml,hair,"മുടി, കേശം, ചുരുൽ, തലമുടി","മനുഷ്യരുടെയും മൃഗങ്ങളുടെയും തലയിൽ ""___"" കാണപ്പെടുന്നു. ഉത്തരം: ""മുടി""."
ml,household,"കുടുംബം, ഗൃഹം, വീട്, തറവാട്, ആലയം","ഒരു ""___"" എന്നത് ആളുകൾ താമസിക്കുന്ന വസതി യൂണിറ്റിനെ വിവരിക്കാൻ ഉപയോഗിക്കുന്ന ഒരു പദമാണ്. ഉത്തരം: ""കുടുംബം""."
ml,person,"വ്യക്തി, ആള്, മനുഷ്യന്, പുരുഷന്, ജീവി","ഒരു ""___"" എന്നത് ഒരു വ്യക്തിയായി കണക്കാക്കപ്പെടുന്ന ഒരു മനുഷ്യനാണ്. ഉത്തരം: ""വ്യക്തി""."
ml,section,"വിഭാഗം, ഖണ്ഡിക, ഭാഗം, പഠനം, അധ്യായം","ഒരു ""___"" എന്നത് എന്തെങ്കിലും ഒരു വ്യത്യസ്തമായ ഭാഗമോ ഉപവിഭാഗമോ ആണ്. ഉത്തരം: ""ഭാഗം""."
ml,official,"ഉദ്യോഗപൂർവ്വം, ഔദ്യോഗികം, അധികൃതം","ഒരു ""___"" ഒരു സംഘടനയിലോ ഭരണകൂടത്തിലോ അധികാര സ്ഥാനം വഹിക്കുന്ന വ്യക്തിയാണ്. ഉത്തരം: ""ഉദ്യോഗസ്ഥൻ""."
ml,hundred,"നൂറ്, നൂറു, ശതം, നൂറ്റി, ശതം","ഒരു ""___"" 10 പത്തുകളുടെ തുകയ്ക്ക് തുല്യമായ ഒരു സംഖ്യാ വിലുള്ളതാണ്. ഉത്തരം: ""നൂറ്""."
ml,office,"ഓഫീസ്, കാര്യാലയം, കച്ചേരി, കാര്യാലയം","ഒരു ""___"" എന്നത് ആളുകൾ സാധാരണയായി തങ്ങളുടെ ജോലി ചെയ്യുന്ന ഒരു സ്ഥലമാണ്. ഉത്തരം: ""ഓഫീസ്""."
ml,rock,"കല്ല്, പാറ, ശില, പർവതം, മല","ഒരു ""___"" ഭൂമിയുടെ ഉപരിതലത്തിന്റെ ഭാഗമായി രൂപം കൊള്ളുന്ന ഒരു ഖണ്ഡിത ധാതു വസ്തുവാണ്. ഉത്തരം: ""പാറ""."
ml,rise,"ഉയർച്ച, വർദ്ധിക്കുക, എഴുന്നേൽക്കുക, പൊങ്ങുക, മുകളിലേക്ക്","ഒരു ""___"" വർധനവോ മുകളിലേക്കുള്ള ചലനമോ വിവരിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ഉയർച്ച""."
ml,left,ഇടത്,"ഒരു ""___"" ഇടത് വശത്തേക്കുള്ള ദിശയാണ്. ഉത്തരം: ""ഇടത്""."
ml,sound,"ശബ്ദം, ധ്വനി, നാദം, സ്വരം, ചത്തുരം","ഒരു ""___"" എന്നത് ഞങ്ങൾ കേൾക്കുന്ന ഒരു ശബ്ദമാണ്. ഉത്തരം: ""ശബ്ദം""."
ml,power,"ശക്തി, അധികാരം, സാമർഥ്യം, ബലം, കഴിവ്","ഒരു ""___"" ആളുകളെയോ കാര്യങ്ങളെയോ നിയന്ത്രിക്കാനോ സ്വാധീനിക്കാനോ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ശക്തി""."
ml,summer,"വേനൽ, ഗ്രീഷ്മം, അത്യുഷ്ണം","""___"" ഒരു കാലാവസ്ഥയാണ്, അതിന്റെ ചൂടുള്ള കാലാവസ്ഥയ്ക്ക് പേരുകേട്ടത്. ഉത്തരം: ""വേനൽക്കാലം""."
